emmi_cd,active,emmi_nm,emmi_nm_mxd,emmi_flnm,overlay_flnm,emmi_brnd_cd,last_trckd_sctn,shell,available,tpc_id,emmi_tp_cd,emmi_src_cd,last_chng_dt,create_dt
3960,true,"VARICOSE VEIN - NONINVASIVE TREATMENT (SHELL)","Varicose Vein - Noninvasive Treatment (Shell)",shell_adam,adam-varicoseveinnoninvasivetreatment,6,2,true,true,1_007395,1,6,"2014-06-25 10:53:42.117","2013-06-12 15:35:52.263"
3961,true,"VARICOSE VEIN - STRIPPING (SHELL)","Varicose Vein - Stripping (Shell)",shell_adam,adam-varicoseveinstripping,6,2,true,true,1_002952,1,6,"2014-06-25 10:53:42.117","2013-09-30 16:30:29.180"
3962,true,"VARICOSE VEIN - WHAT TO ASK YOUR DOCTOR (SHELL)","Varicose Vein - What to Ask Your Doctor (Shell)",shell_adam,adam-varicoseveinwhattoask,4,2,true,true,60_000256,1,6,"2014-06-25 10:53:42.117","2013-07-16 14:55:07.257"
3963,true,"COLOPLAST RESTORELLE 522 RECRUIT","Coloplast Restorelle 522 Recruit",ctcol_restorelle_recruit,NULL,1,2,false,true,NULL,1,1,"2015-01-30 14:04:36.177","2013-07-16 16:18:05.957"
3964,true,"COLOPLAST RESTORELLE 522 RETENTION 1","Coloplast Restorelle 522 Retention 1",ctcol_restorelle_retain1,NULL,1,2,false,true,NULL,1,1,"2015-01-30 14:04:36.177","2013-11-14 13:04:07.900"
3965,true,"COLOPLAST RESTORELLE 522 RETENTION 2","Coloplast Restorelle 522 Retention 2",ctcol_restorelle_retain2,NULL,1,2,false,true,NULL,1,1,"2015-01-30 14:04:36.177","2013-07-19 13:13:52.280"
3966,true,FFFFFFFFF,FFFFFFFFF,acl,,5,8,false,true,NULL,1,4,"2014-04-28 15:27:53.877","2013-07-22 16:07:36.567"
3967,true,PNEUMONIA,Pneumonia,pneumonia,,4,4,false,true,NULL,1,1,"2014-04-17 16:44:23.850","2013-07-22 16:42:40.287"
3968,true,FIX361,FIX361,carotid_artery_disease,NULL,7,7,false,true,NULL,1,6,"2014-04-28 15:27:53.877","2014-02-11 10:23:28.137"
3969,true,"SLEEP STUDY: AT HOME","Sleep Study: At Home",sleep_study_at_home,,6,5,false,true,NULL,1,1,"2014-04-17 16:44:23.850","2013-08-27 14:09:02.793"
3970,true,"HYSTERECTOMY (LAPAROSCOPIC, ROBOT-ASSISTED FOR ONCOLOGY)","Hysterectomy (Laparoscopic, Robot-Assisted for Oncology)",lap_hyst_robot_onc,,6,8,false,true,NULL,1,1,"2014-04-17 16:44:23.850","2013-09-16 11:16:33.940"
3971,true,"PATIENT SATISFACTION: HOSPITAL DISCHARGE EXPECTATIONS","Patient Satisfaction: Hospital Discharge Expectations",discharge_hospital,,2,4,false,true,NULL,1,1,"2014-04-17 16:44:23.850","2013-08-08 09:46:40.667"
3972,true,"JANSSEN CAREPATH - DVT/PE","Janssen Carepath - DVT/PE",mobileshell_xarelto_dvt,xarelto-dvt_pe,1,2,true,true,NULL,1,1,"2014-04-17 16:44:23.853","2013-09-13 15:59:57.220"
3973,true,TOOLS335,TOOLS335,acl,asdf,7,8,true,true,NULL,1,6,"2014-04-28 15:27:53.877","2013-11-14 13:04:07.900"
3974,true,"T THREE THREE FOVE","T THREE THREE FOVE",acl,,7,8,false,true,NULL,1,6,"2014-04-28 15:27:53.877","2013-11-14 13:04:07.900"
3975,true,TESTPROGRAM,TESTPROGRAM,acl,sdfa,7,8,true,true,NULL,1,6,"2014-04-28 15:27:53.877","2013-11-14 13:04:07.900"
3977,true,DIMA,DIMA,acl,,7,8,false,true,NULL,1,6,"2014-04-28 15:27:53.877","2013-11-14 13:04:07.900"
3978,true,NEWPREALPHA,NEWPREALPHA,acl,,7,8,false,true,NULL,1,6,"2014-04-28 15:27:53.877","2013-11-14 13:04:07.903"
3979,true,TESTAGAIN,TESTAGAIN,carotid_artery_disease,NULL,7,7,false,true,NULL,1,6,"2014-04-28 15:27:53.877","2013-11-14 13:04:07.907"
3980,true,WORKSWELL,WORKSWELL,acl,NULL,7,8,false,true,NULL,1,6,"2014-04-28 15:27:53.877","2013-11-14 13:04:07.907"
3981,true,WRONGNUMBERSZZZ,WRONGNUMBERSZZZ,sleep_study,,7,5,false,true,NULL,1,6,"2014-04-28 15:27:53.877","2013-11-14 13:04:07.907"
3982,true,AM,AM,acl,NULL,7,8,false,true,NULL,1,4,"2014-04-28 15:27:53.877","2013-11-14 13:04:07.907"
3983,true,MOBZ,MOBZ,acl,,4,8,false,true,NULL,1,6,"2014-04-28 15:27:53.877","2013-11-14 13:04:07.907"
3984,true,"T ONE NINE SEVEN","T ONE NINE SEVEN",acl,NULL,7,8,false,true,NULL,1,6,"2014-04-28 15:27:53.877","2013-11-14 13:04:07.907"
3985,true,"ADVISOR TEST","ADVISOR TEST",acl,NULL,7,8,false,true,NULL,1,6,"2014-04-28 15:27:53.877","2013-11-14 13:04:07.907"
3986,true,VAD,VAD,vad,,6,8,false,true,NULL,1,1,"2014-04-17 16:44:23.887","2013-11-08 10:21:54.470"
3987,true,"DIABETES MEDICATION OPTIONS","Diabetes Medication Options",diabetes_meds_decide,NULL,7,9,false,true,NULL,1,1,"2015-01-30 14:04:36.177","2013-08-12 16:31:14.987"
3988,true,"PALLIATIVE CARE","Palliative Care",palliative,,4,4,false,true,NULL,1,1,"2014-04-17 16:44:23.887","2013-08-27 11:01:32.460"
3989,true,"ALBERT EINSTEIN OSWESTRY SURVEY","Albert Einstein Oswestry Survey",shell_survey_generic,survey-einsteinoswestry_index,1,2,true,true,NULL,1,1,"2014-04-17 16:44:23.887","2013-09-13 15:59:57.220"
3990,true,"PATIENT SATISFACTION: AFTER DISCHARGE EXPECTATIONS","Patient Satisfaction: After Discharge Expectations",discharge_post,,2,2,false,true,NULL,1,1,"2014-04-17 16:44:23.887","2013-08-07 16:26:58.047"
3992,true,"ANGIOGRAM WITH POSSIBLE PTA AND STENTING: LOWER EXTREMITY","Angiogram with Possible PTA and Stenting: Lower Extremity",leg_angiogram_angioplasty,,6,8,false,true,NULL,1,1,"2014-04-17 16:44:23.890","2013-11-08 10:21:54.470"
3993,true,"HYSTERECTOMY (LAPAROSCOPIC, ROBOT-ASSISTED)","Hysterectomy (Laparoscopic, Robot-Assisted)",lap_hyst_robot,,6,8,false,true,NULL,1,1,"2014-04-17 16:44:23.890","2013-10-18 16:45:25.307"
3994,true,"BLOOD TRANSFUSION","Blood Transfusion",bloodtransfusion,,6,4,false,true,NULL,1,1,"2014-04-17 16:44:23.890","2013-11-14 13:04:07.907"
3995,true,"ENDOMETRIAL ABLATION (WITH LOCAL ANESTHESIA)","Endometrial Ablation (With Local Anesthesia)",endo_ablation_inoffice,NULL,6,8,false,true,NULL,1,1,"2014-04-17 16:44:23.890","2013-11-14 13:04:07.907"
3996,true,"VAD (LEFT, LIVING WITH)","VAD (Left, Living with)",vad_living,NULL,3,8,false,true,NULL,1,1,"2014-04-17 16:44:23.890","2013-11-14 13:04:07.907"
3997,true,"UNIVERSITY HOSPITALS: MEDICAL HISTORY QUESTIONNAIRE","University Hospitals: Medical History Questionnaire",shell_survey_generic,survey-uhhs,1,2,true,true,NULL,1,1,"2014-04-17 16:44:23.890","2013-11-14 13:04:07.907"
3998,true,"ROCKY MOUNTAIN SPOTTED FEVER","Rocky Mountain Spotted Fever",NULL,NULL,1,NULL,false,true,111381|1,4,7,"2014-04-17 16:44:23.890","2013-11-13 16:50:12.833"
3999,true,"RHEUMATOID ARTHRITIS","Rheumatoid Arthritis",NULL,NULL,1,NULL,false,true,133601|1,4,7,"2014-04-17 16:44:23.890","2013-11-13 16:50:12.847"
4000,true,ECHOCARDIOGRAM,Echocardiogram,NULL,NULL,1,NULL,false,true,195602|1,4,7,"2014-04-17 16:44:23.890","2013-11-13 16:50:12.850"
4001,true,ELECTROCARDIOGRAM,Electrocardiogram,NULL,NULL,1,NULL,false,true,195621|1,4,7,"2014-04-17 16:44:23.890","2013-11-13 16:50:12.850"
4002,true,NEPHROSTOGRAM,Nephrostogram,NULL,NULL,1,NULL,false,true,199181|1,4,7,"2014-04-17 16:44:23.893","2013-11-13 16:50:12.853"
4003,true,BIOFEEDBACK,Biofeedback,NULL,NULL,1,NULL,false,true,199341|1,4,7,"2014-04-17 16:44:23.893","2013-11-13 16:50:12.857"
4004,true,"HOW TO USE AN INCENTIVE SPIROMETER","How to Use an Incentive Spirometer",NULL,NULL,1,NULL,false,true,199941|1,4,7,"2014-04-17 16:44:23.893","2013-11-13 16:50:12.857"
4005,true,"OXYGEN THERAPY","Oxygen Therapy",NULL,NULL,1,NULL,false,true,200061|1,4,7,"2014-04-17 16:44:23.893","2013-11-13 16:50:12.860"
4006,true,"GENETIC COUNSELING","Genetic Counseling",NULL,NULL,1,NULL,false,true,200461|1,4,7,"2014-04-17 16:44:23.897","2013-11-13 16:50:12.860"
4007,true,"SCARLET FEVER","Scarlet Fever",NULL,NULL,1,NULL,false,true,222135|1,4,7,"2014-04-17 16:44:23.897","2013-11-13 16:50:12.863"
4008,true,"PLACENTA PREVIA","Placenta Previa",NULL,NULL,1,NULL,false,true,222136|1,4,7,"2014-04-17 16:44:23.897","2013-11-13 16:50:12.867"
4009,true,"BARRETT'S ESOPHAGUS","Barrett's Esophagus",NULL,NULL,1,NULL,false,true,222137|1,4,7,"2014-04-17 16:44:23.897","2013-11-13 16:50:12.867"
4010,true,"VAGINAL YEAST INFECTION","Vaginal Yeast Infection",NULL,NULL,1,NULL,false,true,222140|1,4,7,"2014-04-17 16:44:23.897","2013-11-13 16:50:12.870"
4011,true,"PERTUSSIS, CHILD","Pertussis, Child",NULL,NULL,1,NULL,false,true,222143|1,4,7,"2014-04-17 16:44:23.897","2013-11-13 16:50:12.873"
4012,true,WHIPLASH,Whiplash,NULL,NULL,1,NULL,false,true,222144|1,4,7,"2014-04-17 16:44:23.897","2013-11-13 16:50:12.873"
4013,true,"VIRAL PHARYNGITIS","Viral Pharyngitis",NULL,NULL,1,NULL,false,true,222146|1,4,7,"2014-04-17 16:44:23.897","2013-11-13 16:50:12.877"
4014,true,"VIRAL MENINGITIS","Viral Meningitis",NULL,NULL,1,NULL,false,true,222147|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.880"
4015,true,"VERTIGO (A TYPE OF DIZZINESS)","Vertigo (a Type of Dizziness)",NULL,NULL,1,NULL,false,true,222148|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.880"
4016,true,"VARICOSE VEINS AND OTHER VEIN DISEASE IN THE LEGS","Varicose Veins and Other Vein Disease in the Legs",NULL,NULL,1,NULL,false,true,222149|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.883"
4017,true,"URINARY TRACT INFECTIONS IN ADULTS","Urinary Tract Infections in Adults",NULL,NULL,1,NULL,false,true,222150|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.887"
4018,true,"UTERINE CANCER","Uterine Cancer",NULL,NULL,1,NULL,false,true,222152|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.890"
4019,true,"URINARY INCONTINENCE","Urinary Incontinence",NULL,NULL,1,NULL,false,true,222153|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.890"
4020,true,URETHRITIS,Urethritis,NULL,NULL,1,NULL,false,true,222214|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.893"
4021,true,"TYPHOID FEVER","Typhoid Fever",NULL,NULL,1,NULL,false,true,222216|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.893"
4022,true,"TOXIC SHOCK SYNDROME","Toxic Shock Syndrome",NULL,NULL,1,NULL,false,true,222219|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.897"
4023,true,"TRIGEMINAL NEURALGIA","Trigeminal Neuralgia",NULL,NULL,1,NULL,false,true,222220|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.900"
4024,true,"TRICUSPID REGURGITATION","Tricuspid Regurgitation",NULL,NULL,1,NULL,false,true,222221|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.900"
4025,true,TRICHOMONIASIS,Trichomoniasis,NULL,NULL,1,NULL,false,true,222222|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.903"
4026,true,PREECLAMPSIA,Preeclampsia,NULL,NULL,1,NULL,false,true,222223|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.907"
4027,true,"TOURETTE SYNDROME","Tourette Syndrome",NULL,NULL,1,NULL,false,true,222224|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.907"
4028,true,TORTICOLLIS,Torticollis,NULL,NULL,1,NULL,false,true,222225|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.910"
4029,true,"TOOTH DECAY, ADULT","Tooth Decay, Adult",NULL,NULL,1,NULL,false,true,222226|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.913"
4030,true,"TONGUE CANCER","Tongue Cancer",NULL,NULL,1,NULL,false,true,222228|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.913"
4031,true,"TOE FRACTURE","Toe Fracture",NULL,NULL,1,NULL,false,true,222230|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.917"
4032,true,"TEMPOROMANDIBULAR JOINT (TMJ) DISORDERS","Temporomandibular Joint (TMJ) Disorders",NULL,NULL,1,NULL,false,true,222231|1,4,7,"2014-04-17 16:44:23.900","2013-11-13 16:50:12.920"
4033,true,"TINNITUS (RINGING IN THE EARS)","Tinnitus (Ringing in the Ears)",NULL,NULL,1,NULL,false,true,222232|1,4,7,"2014-04-17 16:44:23.903","2013-11-13 16:50:12.920"
4034,true,"TRANSIENT ISCHEMIC ATTACK","Transient Ischemic Attack",NULL,NULL,1,NULL,false,true,222233|1,4,7,"2014-04-17 16:44:23.903","2013-11-13 16:50:12.923"
4035,true,"THYROID CANCER","Thyroid Cancer",NULL,NULL,1,NULL,false,true,222234|1,4,7,"2014-04-17 16:44:23.903","2013-11-13 16:50:12.927"
4036,true,THRUSH,Thrush,NULL,NULL,1,NULL,false,true,222235|1,4,7,"2014-04-17 16:44:23.903","2013-11-13 16:50:12.927"
4037,true,"THROAT CANCER","Throat Cancer",NULL,NULL,1,NULL,false,true,222236|1,4,7,"2014-04-17 16:44:23.903","2013-11-13 16:50:12.930"
4038,true,THALASSEMIA,Thalassemia,NULL,NULL,1,NULL,false,true,222237|1,4,7,"2014-04-17 16:44:23.903","2013-11-13 16:50:12.933"
4039,true,TETANUS,Tetanus,NULL,NULL,1,NULL,false,true,222238|1,4,7,"2014-04-17 16:44:23.903","2013-11-13 16:50:12.933"
4040,true,"TESTICULAR CANCER","Testicular Cancer",NULL,NULL,1,NULL,false,true,222239|1,4,7,"2014-04-17 16:44:23.903","2013-11-13 16:50:12.937"
4041,true,"TENSION HEADACHE","Tension Headache",NULL,NULL,1,NULL,false,true,222240|1,4,7,"2014-04-17 16:44:23.903","2013-11-13 16:50:12.940"
4042,true,"LATERAL EPICONDYLITIS","Lateral Epicondylitis",NULL,NULL,1,NULL,false,true,222241|1,4,7,"2014-04-17 16:44:23.903","2013-11-13 16:50:12.940"
4043,true,TENDINOPATHY,Tendinopathy,NULL,NULL,1,NULL,false,true,222242|1,4,7,"2014-04-17 16:44:23.903","2013-11-13 16:50:12.943"
4044,true,TUBERCULOSIS,Tuberculosis,NULL,NULL,1,NULL,false,true,222245|1,4,7,"2014-04-17 16:44:23.903","2013-11-13 16:50:12.947"
4045,true,SYPHILIS,Syphilis,NULL,NULL,1,NULL,false,true,222247|1,4,7,"2014-04-17 16:44:23.907","2013-11-13 16:50:12.947"
4046,true,SUNBURN,Sunburn,NULL,NULL,1,NULL,false,true,222248|1,4,7,"2014-04-17 16:44:23.907","2013-11-13 16:50:12.950"
4047,true,STROKE,Stroke,NULL,NULL,1,NULL,false,true,222250|1,4,7,"2014-04-17 16:44:23.907","2013-11-13 16:50:13.050"
4048,true,"STRESS FRACTURE","Stress Fracture",NULL,NULL,1,NULL,false,true,222251|1,4,7,"2014-04-17 16:44:23.907","2013-11-13 16:50:13.053"
4049,true,STRABISMUS,Strabismus,NULL,NULL,1,NULL,false,true,222253|1,4,7,"2014-04-17 16:44:23.907","2013-11-13 16:50:13.057"
4050,true,SPONDYLOLYSIS,Spondylolysis,NULL,NULL,1,NULL,false,true,222255|1,4,7,"2014-04-17 16:44:23.907","2013-11-13 16:50:13.060"
4051,true,"SPINAL STENOSIS","Spinal Stenosis",NULL,NULL,1,NULL,false,true,222256|1,4,7,"2014-04-17 16:44:23.907","2013-11-13 16:50:13.060"
4052,true,"VERTEBRAL COMPRESSION FRACTURE","Vertebral Compression Fracture",NULL,NULL,1,NULL,false,true,222257|1,4,7,"2014-04-17 16:44:23.907","2013-11-13 16:50:13.063"
4053,true,"SOFT TISSUE SARCOMA","Soft Tissue Sarcoma",NULL,NULL,1,NULL,false,true,222259|1,4,7,"2014-04-17 16:44:23.907","2013-11-13 16:50:13.067"
4054,true,"SOCIAL ANXIETY DISORDER","Social Anxiety Disorder",NULL,NULL,1,NULL,false,true,222260|1,4,7,"2014-04-17 16:44:23.907","2013-11-13 16:50:13.070"
4055,true,SNORING,Snoring,NULL,NULL,1,NULL,false,true,222261|1,4,7,"2014-04-17 16:44:23.907","2013-11-13 16:50:13.070"
4056,true,SMALLPOX,Smallpox,NULL,NULL,1,NULL,false,true,222262|1,4,7,"2014-04-17 16:44:23.907","2013-11-13 16:50:13.073"
4057,true,"SLEEP APNEA","Sleep Apnea",NULL,NULL,1,NULL,false,true,222263|1,4,7,"2014-04-17 16:44:23.907","2013-11-13 16:50:13.077"
4058,true,"SJÖGREN'S SYNDROME","Sjögren's Syndrome",NULL,NULL,1,NULL,false,true,222264|1,4,7,"2014-04-17 16:44:23.907","2013-11-13 16:50:13.077"
4059,true,"SINUSITIS IN ADULTS","Sinusitis in Adults",NULL,NULL,1,NULL,false,true,222265|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.080"
4060,true,"SUDDEN INFANT DEATH SYNDROME (SIDS)","Sudden Infant Death Syndrome (SIDS)",NULL,NULL,1,NULL,false,true,222267|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.080"
4061,true,"SICKLE CELL ANEMIA","Sickle Cell Anemia",NULL,NULL,1,NULL,false,true,222268|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.083"
4062,true,"SHOULDER SPRAIN","Shoulder Sprain",NULL,NULL,1,NULL,false,true,222269|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.087"
4063,true,"SHIN SPLINTS","Shin Splints",NULL,NULL,1,NULL,false,true,222270|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.087"
4064,true,"SHOULDER DISLOCATION","Shoulder Dislocation",NULL,NULL,1,NULL,false,true,222271|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.090"
4065,true,SHINGLES,Shingles,NULL,NULL,1,NULL,false,true,222272|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.093"
4066,true,"SEBORRHEIC DERMATITIS","Seborrheic Dermatitis",NULL,NULL,1,NULL,false,true,222275|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.093"
4067,true,SCOLIOSIS,Scoliosis,NULL,NULL,1,NULL,false,true,222276|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.097"
4068,true,SCLERODERMA,Scleroderma,NULL,NULL,1,NULL,false,true,222277|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.100"
4069,true,SCIATICA,Sciatica,NULL,NULL,1,NULL,false,true,222278|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.100"
4070,true,SCHIZOPHRENIA,Schizophrenia,NULL,NULL,1,NULL,false,true,222279|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.103"
4071,true,SCABIES,Scabies,NULL,NULL,1,NULL,false,true,222280|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.107"
4072,true,"SEASONAL AFFECTIVE DISORDER","Seasonal Affective Disorder",NULL,NULL,1,NULL,false,true,222281|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.107"
4073,true,"ROTATOR CUFF INJURY","Rotator Cuff Injury",NULL,NULL,1,NULL,false,true,222282|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.110"
4074,true,ROSACEA,Rosacea,NULL,NULL,1,NULL,false,true,222283|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.110"
4075,true,"RINGWORM, ATHLETE'S FOOT, AND JOCK ITCH","Ringworm, Athlete's Foot, and Jock Itch",NULL,NULL,1,NULL,false,true,222285|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.113"
4076,true,"RIB FRACTURES IN ADULTS","Rib Fractures in Adults",NULL,NULL,1,NULL,false,true,222287|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.117"
4077,true,"RHEUMATIC FEVER","Rheumatic Fever",NULL,NULL,1,NULL,false,true,222288|1,4,7,"2014-04-17 16:44:23.910","2013-11-13 16:50:13.117"
4078,true,RHABDOMYOLYSIS,Rhabdomyolysis,NULL,NULL,1,NULL,false,true,222290|1,4,7,"2014-04-17 16:44:23.913","2013-11-13 16:50:13.120"
4079,true,"RH INCOMPATIBILITY","Rh Incompatibility",NULL,NULL,1,NULL,false,true,222291|1,4,7,"2014-04-17 16:44:23.913","2013-11-13 16:50:13.123"
4080,true,"RESPIRATORY DISTRESS SYNDROME, NEWBORN","Respiratory Distress Syndrome, Newborn",NULL,NULL,1,NULL,false,true,222293|1,4,7,"2014-04-17 16:44:23.913","2013-11-13 16:50:13.123"
4081,true,"RAYNAUD DISEASE","Raynaud Disease",NULL,NULL,1,NULL,false,true,222294|1,4,7,"2014-04-17 16:44:23.913","2013-11-13 16:50:13.127"
4082,true,RABIES,Rabies,NULL,NULL,1,NULL,false,true,222295|1,4,7,"2014-04-17 16:44:23.913","2013-11-13 16:50:13.130"
4083,true,"PULMONARY EMBOLISM (BLOOD CLOT IN THE LUNGS)","Pulmonary Embolism (Blood Clot in the Lungs)",NULL,NULL,1,NULL,false,true,222297|1,4,7,"2014-04-17 16:44:23.913","2013-11-13 16:50:13.130"
4084,true,"POST-TRAUMATIC STRESS DISORDER","Post-traumatic Stress Disorder",NULL,NULL,1,NULL,false,true,222298|1,4,7,"2014-04-17 16:44:23.913","2013-11-13 16:50:13.133"
4085,true,PSORIASIS,Psoriasis,NULL,NULL,1,NULL,false,true,222299|1,4,7,"2014-04-17 16:44:23.913","2013-11-13 16:50:13.137"
4086,true,"PROSTATE CANCER","Prostate Cancer",NULL,NULL,1,NULL,false,true,222301|1,4,7,"2014-04-17 16:44:23.913","2013-11-13 16:50:13.137"
4087,true,"PRESSURE SORES","Pressure Sores",NULL,NULL,1,NULL,false,true,222302|1,4,7,"2014-04-17 16:44:23.913","2013-11-13 16:50:13.140"
4088,true,"PRESBYOPIA AND REFRACTIVE ERRORS","Presbyopia and Refractive Errors",NULL,NULL,1,NULL,false,true,222303|1,4,7,"2014-04-17 16:44:23.913","2013-11-13 16:50:13.140"
4089,true,"RETROGRADE EJACULATION","Retrograde Ejaculation",NULL,NULL,1,NULL,false,true,222304|1,4,7,"2014-04-17 16:44:23.913","2013-11-13 16:50:13.143"
4090,true,"POSTPARTUM DEPRESSION","Postpartum Depression",NULL,NULL,1,NULL,false,true,222307|1,4,7,"2014-04-17 16:44:23.913","2013-11-13 16:50:13.147"
4091,true,"POLYMYALGIA RHEUMATICA AND GIANT CELL ARTERITIS","Polymyalgia Rheumatica and Giant Cell Arteritis",NULL,NULL,1,NULL,false,true,222308|1,4,7,"2014-04-17 16:44:23.917","2013-11-13 16:50:13.150"
4092,true,"POISON IVY","Poison Ivy",NULL,NULL,1,NULL,false,true,222309|1,4,7,"2014-04-17 16:44:23.917","2013-11-13 16:50:13.150"
4093,true,"PNEUMONIA IN ADULTS","Pneumonia in Adults",NULL,NULL,1,NULL,false,true,222310|1,4,7,"2014-04-17 16:44:23.917","2013-11-13 16:50:13.153"
4094,true,"PREMENSTRUAL SYNDROME (PMS) AND PREMENSTRUAL DYSPHORIC DISORDER (PMDD)","Premenstrual Syndrome (PMS) and Premenstrual Dysphoric Disorder (PMDD)",NULL,NULL,1,NULL,false,true,222311|1,4,7,"2014-04-17 16:44:23.917","2013-11-13 16:50:13.153"
4095,true,"PLEURAL EFFUSION","Pleural Effusion",NULL,NULL,1,NULL,false,true,222312|1,4,7,"2014-04-17 16:44:23.917","2013-11-13 16:50:13.157"
4096,true,"SKIN WARTS","Skin Warts",NULL,NULL,1,NULL,false,true,222313|1,4,7,"2014-04-17 16:44:23.917","2013-11-13 16:50:13.160"
4097,true,"HEEL PAIN (CAUSED BY PLANTAR FASCIITIS)","Heel Pain (Caused by Plantar Fasciitis)",NULL,NULL,1,NULL,false,true,222314|1,4,7,"2014-04-17 16:44:23.917","2013-11-13 16:50:13.160"
4098,true,PINWORMS,Pinworms,NULL,NULL,1,NULL,false,true,222316|1,4,7,"2014-04-17 16:44:23.917","2013-11-13 16:50:13.163"
4099,true,"PELVIC INFLAMMATORY DISEASE","Pelvic Inflammatory Disease",NULL,NULL,1,NULL,false,true,222317|1,4,7,"2014-04-17 16:44:23.917","2013-11-13 16:50:13.167"
4100,true,PERITONITIS,Peritonitis,NULL,NULL,1,NULL,false,true,222318|1,4,7,"2014-04-17 16:44:23.917","2013-11-13 16:50:13.167"
4101,true,"PERIPHERAL NEUROPATHY","Peripheral Neuropathy",NULL,NULL,1,NULL,false,true,222319|1,4,7,"2014-04-17 16:44:23.917","2013-11-13 16:50:13.170"
4102,true,"PEPTIC ULCERS","Peptic Ulcers",NULL,NULL,1,NULL,false,true,222320|1,4,7,"2014-04-17 16:44:23.917","2013-11-13 16:50:13.173"
4103,true,"POLYCYSTIC OVARY SYNDROME","Polycystic Ovary Syndrome",NULL,NULL,1,NULL,false,true,222321|1,4,7,"2014-04-17 16:44:23.920","2013-11-13 16:50:13.173"
4104,true,"PATELLAR TENDINOPATHY","Patellar Tendinopathy",NULL,NULL,1,NULL,false,true,222322|1,4,7,"2014-04-17 16:44:23.920","2013-11-13 16:50:13.177"
4105,true,PARONYCHIA,Paronychia,NULL,NULL,1,NULL,false,true,222323|1,4,7,"2014-04-17 16:44:23.920","2013-11-13 16:50:13.180"
4106,true,"PARKINSON DISEASE","Parkinson Disease",NULL,NULL,1,NULL,false,true,222324|1,4,7,"2014-04-17 16:44:23.920","2013-11-13 16:50:13.180"
4107,true,"PANIC DISORDER","Panic Disorder",NULL,NULL,1,NULL,false,true,222325|1,4,7,"2014-04-17 16:44:23.920","2013-11-13 16:50:13.183"
4108,true,PANCREATITIS,Pancreatitis,NULL,NULL,1,NULL,false,true,222326|1,4,7,"2014-04-17 16:44:23.920","2013-11-13 16:50:13.187"
4109,true,"PANCREATIC CANCER","Pancreatic Cancer",NULL,NULL,1,NULL,false,true,222327|1,4,7,"2014-04-17 16:44:23.920","2013-11-13 16:50:13.187"
4110,true,"PAGET'S DISEASE","Paget's Disease",NULL,NULL,1,NULL,false,true,222328|1,4,7,"2014-04-17 16:44:23.920","2013-11-13 16:50:13.190"
4111,true,"OVARIAN CYSTS","Ovarian Cysts",NULL,NULL,1,NULL,false,true,222329|1,4,7,"2014-04-17 16:44:23.920","2013-11-13 16:50:13.207"
4112,true,"OVARIAN CANCER","Ovarian Cancer",NULL,NULL,1,NULL,false,true,222330|1,4,7,"2014-04-17 16:44:23.920","2013-11-13 16:50:13.210"
